ORDERTYPE,CUSTOMER,ITEMCODE,ORDERDATE,ORDERNO,OREDEREDQUANTITY,DELIVERYDATE,INVOICENO,DELIVEREDQUANTITY
ES1,C00110,IT0001020,4-Dec-15,259189,640,16-Dec-15,21409475,320
ES1,C00110,IT0001020,4-Dec-15,259189,640,18-Dec-15,21409539,320
ES1,C00110,IT0001033,4-Dec-15,259189,130,9-Dec-15,21409365,130
ES1,C00110,IT0001040,4-Dec-15,259189,72,15-Dec-15,21409456,72
ES1,C00110,IT0001113,4-Dec-15,259189,72,9-Dec-15,21409365,72
ES1,C00110,IT0001162,4-Dec-15,259189,104,28-Dec-15,21409805,104
ES1,C00102,IT0001020,6-Dec-15,259191,1600,17-Dec-15,21409537,800
ES1,C00102,IT0001020,6-Dec-15,259191,1600,18-Dec-15,21409537,160
ES1,C00102,IT0001020,6-Dec-15,259191,1600,23-Dec-15,21409665,160
ES1,C00102,IT0001020,6-Dec-15,259191,1600,27-Dec-15,21409768,160
ES1,C00102,IT0001020,6-Dec-15,259191,1600,30-Dec-15,21409881,160
ES1,C00102,IT0001162,6-Dec-15,259191,40,23-Dec-15,21409665,24
ES1,C00315,IT0001415,6-Dec-15,259192,60,9-Dec-15,21409352,60
ES3,C00313,IT0001068,6-Dec-15,259196,72,6-Dec-15,21409277,72
ES1,C00279,IT0001076,6-Dec-15,259197,500,7-Dec-15,21409253,500
ES1,C00279,IT0001088,6-Dec-15,259197,150,7-Dec-15,21409253,150
ES1,C00279,IT0001113,6-Dec-15,259197,5,7-Dec-15,21409253,5
ES1,C00257,IT0001076,7-Dec-15,259199,500,8-Dec-15,21409300,500
ES1,C00257,IT0001124,7-Dec-15,259199,24,8-Dec-15,21409300,24
ES3,C00335,IT0001151,7-Dec-15,259201,56,18-Dec-15,21409572,56
ES1,C00335,IT0001415,7-Dec-15,259202,10,18-Dec-15,21409573,10
ES3,C00128,IT0001076,7-Dec-15,259204,500,8-Dec-15,21409331,500
ES3,C00128,IT0001088,7-Dec-15,259204,480,8-Dec-15,21409331,320
ES3,C00128,IT0001088,7-Dec-15,259204,480,10-Dec-15,21409386,160
ES3,C00128,IT0001068,7-Dec-15,259204,72,8-Dec-15,21409331,72
ES1,C00202,IT0001151,7-Dec-15,259205,8,14-Dec-15,21409458,8
ES1,C00202,IT0001088,7-Dec-15,259205,156,10-Dec-15,21409369,2
ES1,C00202,IT0001088,7-Dec-15,259205,156,14-Dec-15,21409458,154
ES1,C00143,IT0001088,7-Dec-15,259206,20,8-Dec-15,21409290,20
ES1,C00312,IT0001012,7-Dec-15,259207,250,13-Dec-15,21409426,250
ES1,C00315,IT0001076,8-Dec-15,259208,250,14-Dec-15,21409432,250
ES1,C00315,IT0001162,8-Dec-15,259208,48,14-Dec-15,21409432,48
ES1,C00301,IT0001113,8-Dec-15,259209,144,14-Dec-15,21409462,72
ES1,C00301,IT0001113,8-Dec-15,259209,144,9-Dec-15,21409376,72
ES1,C00301,IT0001040,8-Dec-15,259209,72,24-Dec-15,21409715,72
ES1,C00301,IT0001151,8-Dec-15,259209,160,16-Dec-15,21409485,160
ES1,C00301,IT0001433,8-Dec-15,259210,10,16-Dec-15,21409486,10
ES1,C00301,IT0001494,8-Dec-15,259210,10,16-Dec-15,21409486,10
ES1,C00238,IT0001012,9-Dec-15,259212,1000,16-Dec-15,21409515,750
ES1,C00238,IT0001101,9-Dec-15,259212,180,16-Dec-15,21409515,180
ES1,C00316,IT0001371,9-Dec-15,259213,20,16-Dec-15,21409492,20
ES1,C00316,IT0001381,9-Dec-15,259213,10,16-Dec-15,21409492,10
ES3,C00139,IT0001076,9-Dec-15,259214,250,25-Dec-15,21409710,250
ES3,C00139,IT0001088,9-Dec-15,259214,160,25-Dec-15,21409710,160
ES3,C00139,IT0001133,9-Dec-15,259214,352,10-Dec-15,21409368,352
ES3,C00128,IT0001088,9-Dec-15,259215,160,10-Dec-15,21409387,160
ES3,C00128,IT0001012,9-Dec-15,259215,250,10-Dec-15,21409387,250
ES1,C00315,IT0001425,10-Dec-15,259218,5,14-Dec-15,21409433,5
ES3,C00313,IT0001076,10-Dec-15,259219,1000,11-Dec-15,21409411,500
ES3,C00313,IT0001076,10-Dec-15,259219,1000,16-Dec-15,21409524,250
ES3,C00313,IT0001076,10-Dec-15,259219,1000,28-Dec-15,21409848,250
ES3,C00313,IT0001020,10-Dec-15,259219,800,11-Dec-15,21409411,480
ES3,C00313,IT0001020,10-Dec-15,259219,800,16-Dec-15,21409524,160
ES3,C00313,IT0001020,10-Dec-15,259219,800,10-Dec-15,21409395,160
ES1,C00315,IT0001481,10-Dec-15,259221,150,21-Dec-15,21409599,150
ES1,C00315,IT0001433,10-Dec-15,259221,67,21-Dec-15,21409599,67
ES1,C00315,IT0001170,10-Dec-15,259222,32,14-Dec-15,21409434,32
ES1,C00281,IT0001020,10-Dec-15,259223,320,15-Dec-15,21409483,320
ES1,C00281,IT0001068,10-Dec-15,259223,72,15-Dec-15,21409483,72
ES1,C00316,IT0001088,11-Dec-15,259227,640,18-Dec-15,21409568,160
ES1,C00316,IT0001088,11-Dec-15,259227,640,28-Dec-15,21409819,160
ES1,C00316,IT0001088,11-Dec-15,259227,640,13-Dec-15,21409437,320
ES1,C00240,IT0001151,13-Dec-15,259228,64,13-Dec-15,21409421,64
ES1,C00240,IT0001012,13-Dec-15,259228,1250,13-Dec-15,21409421,250
ES1,C00240,IT0001012,13-Dec-15,259228,1250,21-Dec-15,21409627,500
ES1,C00240,IT0001020,13-Dec-15,259228,320,13-Dec-15,21409421,320
ES1,C00240,IT0001113,13-Dec-15,259228,72,13-Dec-15,21409421,72
ES1,C00126,IT0001130,13-Dec-15,259230,56,15-Dec-15,21409457,56
ES1,C00354,IT0001151,13-Dec-15,259233,200,18-Dec-15,21409575,200
ES1,C00354,IT0001076,13-Dec-15,259233,750,18-Dec-15,21409575,750
ES1,C00354,IT0001068,13-Dec-15,259233,72,18-Dec-15,21409575,72
ES1,C00354,IT0001020,13-Dec-15,259233,1280,29-Dec-15,21409853,800
ES1,C00354,IT0001020,13-Dec-15,259233,1280,25-Dec-15,21409794,320
ES1,C00216,IT0001040,13-Dec-15,259235,72,17-Dec-15,21409545,72
ES1,C00216,IT0001088,13-Dec-15,259235,640,16-Dec-15,21409481,160
ES1,C00216,IT0001088,13-Dec-15,259235,640,16-Dec-15,21409511,320
ES1,C00216,IT0001088,13-Dec-15,259235,640,17-Dec-15,21409545,160
ES1,C00216,IT0001108,13-Dec-15,259235,130,17-Dec-15,21409545,130
ES1,C00283,IT0001088,16-Dec-15,259236,160,17-Dec-15,21409516,160
ES1,C00340,IT0001151,14-Dec-15,259237,8,22-Dec-15,21409634,8
ES1,C00283,IT0001151,14-Dec-15,259240,192,25-Dec-15,21409713,192
ES1,C00283,IT0001162,14-Dec-15,259240,64,25-Dec-15,21409713,64
ES1,C00311,IT0001020,14-Dec-15,259241,320,16-Dec-15,21409488,320
ES1,C00311,IT0001088,14-Dec-15,259241,480,16-Dec-15,21409488,480
ES1,C00311,IT0001159,14-Dec-15,259241,40,16-Dec-15,21409488,40
ES1,C00110,IT0001012,14-Dec-15,259242,250,21-Dec-15,21409587,250
ES1,C00110,IT0001020,14-Dec-15,259242,160,28-Dec-15,21409806,160
ES1,C00110,IT0001040,14-Dec-15,259242,72,21-Dec-15,21409587,72
ES3,C00143,IT0001376,14-Dec-15,259243,28,23-Dec-15,21409677,28
ES3,C00143,IT0001371,14-Dec-15,259243,56,23-Dec-15,21409677,56
ES3,C00143,IT0001414,14-Dec-15,259243,1,23-Dec-15,21409677,1
ES3,C00143,IT0001488,14-Dec-15,259243,1,23-Dec-15,21409677,1
ES3,C00127,IT0001040,14-Dec-15,259244,144,27-Dec-15,21409810,72
ES3,C00127,IT0001076,14-Dec-15,259244,1500,27-Dec-15,21409810,1000
ES3,C00127,IT0001076,14-Dec-15,259244,1500,24-Dec-15,21409716,250
ES3,C00127,IT0001088,14-Dec-15,259244,1280,24-Dec-15,21409716,160
ES3,C00127,IT0001088,14-Dec-15,259244,1280,27-Dec-15,21409810,160
ES3,C00127,IT0001113,14-Dec-15,259244,72,27-Dec-15,21409810,72
ES3,C00128,IT0001012,14-Dec-15,259245,500,15-Dec-15,21409478,500
ES3,C00128,IT0001068,14-Dec-15,259245,72,15-Dec-15,21409478,72
ES1,C00205,IT0001076,15-Dec-15,259247,1000,17-Dec-15,21409544,1000
ES1,C00205,IT0001020,15-Dec-15,259247,480,18-Dec-15,21409562,160
ES1,C00205,IT0001020,15-Dec-15,259247,480,20-Dec-15,21409589,320
ES3,C00205,IT0001481,15-Dec-15,259248,25,20-Dec-15,21409590,25
ES3,C00158,IT0001076,15-Dec-15,259249,250,18-Dec-15,21409560,250
ES1,C00281,IT0001076,15-Dec-15,259250,250,20-Dec-15,21409595,250
ES1,C00115,IT0001020,15-Dec-15,259251,1120,28-Dec-15,21409835,320
ES1,C00115,IT0001020,15-Dec-15,259251,1120,23-Dec-15,21409649,320
ES1,C00115,IT0001151,15-Dec-15,259251,64,23-Dec-15,21409649,64
ES1,C00154,IT0001076,15-Dec-15,259252,750,23-Dec-15,21409678,750
ES1,C00154,IT0001088,15-Dec-15,259252,1000,24-Dec-15,21409718,320
ES1,C00154,IT0001162,15-Dec-15,259252,10,23-Dec-15,21409678,10
ES1,C00143,IT0001076,15-Dec-15,259253,25,30-Dec-15,21409893,25
ES1,C00334,IT0001113,15-Dec-15,259255,72,20-Dec-15,21409570,72
ES3,C00313,IT0001020,16-Dec-15,259257,480,22-Dec-15,21409688,160
ES3,C00313,IT0001020,16-Dec-15,259257,480,25-Dec-15,21409777,320
ES1,C00283,IT0001101,16-Dec-15,259258,180,20-Dec-15,21409565,180
ES1,C00283,IT0001020,16-Dec-15,259258,160,25-Dec-15,21409719,160
ES1,C00283,IT0001040,16-Dec-15,259258,72,20-Dec-15,21409565,72
ES1,C00101,IT0001088,17-Dec-15,259259,480,18-Dec-15,21409558,480
ES1,C00313,IT0001113,16-Dec-15,259261,72,22-Dec-15,21409690,72
ES1,C00316,IT0001076,16-Dec-15,259262,750,21-Dec-15,21409603,250
ES1,C00316,IT0001076,16-Dec-15,259262,750,23-Dec-15,21409697,250
ES1,C00316,IT0001076,16-Dec-15,259262,750,28-Dec-15,21409820,250
ES1,C00312,IT0001433,17-Dec-15,259264,8,24-Dec-15,21409722,8
ES1,C00312,IT0001414,17-Dec-15,259264,5,25-Dec-15,21409722,5
ES1,C00312,IT0001020,17-Dec-15,259264,160,24-Dec-15,21409722,160
ES1,C00354,IT0001076,17-Dec-15,259265,250,20-Dec-15,21409607,250
ES1,C00354,IT0001020,17-Dec-15,259265,160,20-Dec-15,21409607,160
ES1,C00366,IT0001076,17-Dec-15,259266,250,23-Dec-15,21409700,250
ES1,C00366,IT0001133,17-Dec-15,259266,56,23-Dec-15,21409700,56
ES1,C00257,IT0001151,17-Dec-15,259267,72,21-Dec-15,21409593,72
ES1,C00301,IT0001170,18-Dec-15,259268,152,18-Dec-15,21409567,152
ES1,C00315,IT0001016,18-Dec-15,259269,60,21-Dec-15,21409600,60
ES1,C00315,IT0001012,18-Dec-15,259269,500,21-Dec-15,21409600,500
ES1,C00315,IT0001088,18-Dec-15,259269,320,27-Dec-15,21409791,320
ES1,C00315,IT0001113,18-Dec-15,259269,72,21-Dec-15,21409600,72
ES1,C00315,IT0001033,18-Dec-15,259269,130,27-Dec-15,21409791,130
ES1,C00313,IT0001088,18-Dec-15,259272,160,28-Dec-15,21409850,160
ES1,C00342,IT0001151,18-Dec-15,259273,200,22-Dec-15,21409635,72
ES1,C00342,IT0001151,18-Dec-15,259273,200,23-Dec-15,21409699,128
ES3,C00335,IT0001088,18-Dec-15,259275,160,20-Dec-15,21409574,160
ES1,C00312,IT0001471,18-Dec-15,259276,15,24-Dec-15,21409723,15
ES1,C00106,IT0001130,18-Dec-15,259277,56,24-Dec-15,21409668,56
ES1,C00313,IT0001108,20-Dec-15,259278,260,23-Dec-15,21409692,260
ES1,C00281,IT0001068,20-Dec-15,259281,72,20-Dec-15,21409596,72
ES1,C00281,IT0001020,20-Dec-15,259281,160,20-Dec-15,21409596,160
ES3,C00128,IT0001076,21-Dec-15,259282,2250,22-Dec-15,21409673,250
ES1,C00304,IT0001088,21-Dec-15,259287,1000,23-Dec-15,21409684,160
ES1,C00304,IT0001088,21-Dec-15,259287,1000,29-Dec-15,21409844,480
ES1,C00304,IT0001108,21-Dec-15,259287,250,23-Dec-15,21409684,130
ES1,C00316,IT0001376,21-Dec-15,259288,7,23-Dec-15,21409698,7
ES1,C00316,IT0001371,21-Dec-15,259288,7,23-Dec-15,21409698,7
ES1,C00316,IT0001367,21-Dec-15,259288,7,23-Dec-15,21409698,7
ES1,C00312,IT0001113,21-Dec-15,259290,30,24-Dec-15,21409724,30
ES1,C00312,IT0001076,21-Dec-15,259290,250,24-Dec-15,21409724,250
ES3,C00304,IT0001124,21-Dec-15,259292,64,24-Dec-15,21409720,64
ES3,C00128,IT0001124,21-Dec-15,259293,48,22-Dec-15,21409675,48
ES3,C00128,IT0001012,21-Dec-15,259293,500,22-Dec-15,21409675,500
ES3,C00128,IT0001020,21-Dec-15,259293,160,22-Dec-15,21409675,160
ES3,C00128,IT0001151,21-Dec-15,259294,16,22-Dec-15,21409676,16
ES3,C00128,IT0001133,21-Dec-15,259294,16,22-Dec-15,21409676,16
ES3,C00313,IT0001012,21-Dec-15,259295,250,25-Dec-15,21409779,250
ES3,C00313,IT0001020,21-Dec-15,259295,160,23-Dec-15,21409694,160
ES1,C00240,IT0001020,22-Dec-15,259296,480,23-Dec-15,21409679,480
ES1,C00240,IT0001481,22-Dec-15,259296,10,23-Dec-15,21409679,10
ES1,C00240,IT0001494,22-Dec-15,259296,15,23-Dec-15,21409679,15
ES1,C00240,IT0001405,22-Dec-15,259296,20,23-Dec-15,21409679,20
ES1,C00240,IT0001433,22-Dec-15,259296,14,23-Dec-15,21409679,14
ES1,C00301,IT0001012,23-Dec-15,259300,750,23-Dec-15,21409682,500
ES1,C00301,IT0001012,23-Dec-15,259300,750,24-Dec-15,21409734,250
ES1,C00101,IT0001101,23-Dec-15,259302,180,28-Dec-15,21409833,180
ES1,C00101,IT0001108,23-Dec-15,259302,130,28-Dec-15,21409833,130
ES1,C00101,IT0001139,23-Dec-15,259302,24,28-Dec-15,21409833,24
ES1,C00129,IT0001020,23-Dec-15,259308,160,24-Dec-15,21409732,160
ES1,C00315,IT0001499,23-Dec-15,259312,75,27-Dec-15,21409793,75
ES1,C00315,IT0001024,23-Dec-15,259312,50,27-Dec-15,21409793,50
ES3,C00313,IT0001012,24-Dec-15,259313,750,25-Dec-15,21409780,250
ES3,C00313,IT0001012,24-Dec-15,259313,750,24-Dec-15,21409736,500
ES1,C00304,IT0001113,24-Dec-15,259314,72,24-Dec-15,21409735,59
ES1,C00304,IT0001113,24-Dec-15,259314,72,25-Dec-15,21409735,13
ES1,C00238,IT0001020,24-Dec-15,259315,800,30-Dec-15,21409885,160
ES1,C00186,IT0001113,24-Dec-15,259317,72,27-Dec-15,21409812,72
ES1,C00334,IT0001108,24-Dec-15,259319,130,30-Dec-15,21409890,93
ES1,C00110,IT0001088,25-Dec-15,259326,320,28-Dec-15,21409808,320
ES3,C00313,IT0001068,25-Dec-15,259327,72,28-Dec-15,21409851,72
ES1,C00301,IT0001012,25-Dec-15,259328,1000,27-Dec-15,21409773,500
ES1,C00301,IT0001040,25-Dec-15,259328,72,27-Dec-15,21409773,72
ES1,C00301,IT0001088,25-Dec-15,259328,320,27-Dec-15,21409773,160
ES1,C00301,IT0001068,25-Dec-15,259328,72,29-Dec-15,21409843,72
ES1,C00301,IT0001471,25-Dec-15,259328,5,27-Dec-15,21409773,5
ES1,C00311,IT0001012,27-Dec-15,259332,2000,28-Dec-15,21409845,1000
ES1,C00311,IT0001088,27-Dec-15,259335,960,30-Dec-15,21409889,960
ES1,C00281,IT0001020,27-Dec-15,259336,160,28-Dec-15,21409842,160
ES1,C00281,IT0001068,27-Dec-15,259336,72,28-Dec-15,21409842,72
ES3,C00313,IT0001012,27-Dec-15,259340,2000,29-Dec-15,21409852,250
ES3,C00313,IT0001012,27-Dec-15,259340,2000,28-Dec-15,21409852,750
ES3,C00313,IT0001012,27-Dec-15,259340,2000,28-Dec-15,21409852,1000
ES1,C00312,IT0001012,28-Dec-15,259344,250,29-Dec-15,21409846,250
ES1,C00171,IT0001088,28-Dec-15,259346,217,30-Dec-15,21409884,217
ES1,C00171,IT0001113,28-Dec-15,259346,44,30-Dec-15,21409884,44
ES1,C00143,IT0001113,28-Dec-15,259347,3,30-Dec-15,21409883,3
ES1,C00238,IT0001076,29-Dec-15,259348,1500,29-Dec-15,21409841,1250
ES1,C00238,IT0001076,29-Dec-15,259348,1500,30-Dec-15,21409886,250
ES1,C00238,IT0001088,29-Dec-15,259348,1280,29-Dec-15,21409841,480
ES1,C00283,IT0001076,29-Dec-15,259357,250,30-Dec-15,21409888,250
ES1,C00283,IT0001113,29-Dec-15,259357,72,30-Dec-15,21409888,72
ES1,C00283,IT0001012,29-Dec-15,259357,250,30-Dec-15,21409888,250
ES1,C00283,IT0001040,29-Dec-15,259357,72,30-Dec-15,21409888,72
ES1,C00283,IT0001151,29-Dec-15,259357,96,30-Dec-15,21409888,96
ES3,C00106,IT0001076,29-Dec-15,259359,400,30-Dec-15,21409882,400
ES3,C00106,IT0001088,29-Dec-15,259359,250,30-Dec-15,21409882,250
ES3,C00106,IT0001113,29-Dec-15,259359,50,30-Dec-15,21409882,50
ES3,C00106,IT0001133,29-Dec-15,259359,8,30-Dec-15,21409882,8
ES1,C00143,IT0001178,29-Dec-15,259361,75,30-Dec-15,21409904,75
ES3,C00113,IT0001012,29-Dec-15,259362,500,29-Dec-15,21409834,500
ES3,C00113,IT0001020,29-Dec-15,259362,320,29-Dec-15,21409834,320
ES3,C00113,IT0001088,29-Dec-15,259362,320,29-Dec-15,21409834,160
ES3,C00128,IT0001151,30-Dec-15,259372,120,30-Dec-15,21409903,120
ES3,C00128,IT0001012,30-Dec-15,259372,500,30-Dec-15,21409903,500
ES3,C00128,IT0001020,30-Dec-15,259372,320,30-Dec-15,21409903,320
ES3,C00184,IT0001293,15-Aug-14,280250,36000,27-Jan-15,21400597,36000
ES1,C00261,IT0001302,13-Oct-14,280272,10000,2-Feb-15,21400748,10000
ES3,C00119,IT0001319,16-Dec-14,280285,30380,2-Mar-15,21401531,9000
ES3,C00119,IT0001319,16-Dec-14,280285,30380,17-Mar-15,21402037,10130
ES3,C00119,IT0001319,16-Dec-14,280285,30380,30-Jan-15,21400725,5250
ES3,C00119,IT0001319,16-Dec-14,280285,30380,17-Feb-15,21401190,6000
ES3,C00119,IT0001319,16-Dec-14,280285,41800,15-Apr-15,21403007,4500
ES3,C00119,IT0001319,16-Dec-14,280285,41800,26-Apr-15,21403365,5250
ES3,C00119,IT0001319,16-Dec-14,280285,41800,29-Apr-15,21403452,13500
ES3,C00119,IT0001319,16-Dec-14,280285,41800,3-May-15,21403504,13500
ES3,C00119,IT0001319,16-Dec-14,280285,41800,6-May-15,21403628,5050
ES3,C00119,IT0001319,16-Dec-14,280285,17980,15-Apr-15,21403007,9750
ES3,C00119,IT0001319,16-Dec-14,280285,17980,26-Apr-15,21403365,8230
ES3,C00143,IT0001307,29-Dec-14,280288,3000,26-Jan-15,21400594,216
ES1,C00369,IT0001337,13-Jan-15,280290,3,13-Jan-15,21400230,3
ES1,C00301,IT0001303,14-Jan-15,280291,5,16-Jan-15,21400354,5
ES1,C00160,IT0001322,21-Jan-15,280293,1,26-Jan-15,21400596,1
ES1,C00222,IT0001303,2-Feb-15,280296,15,3-Feb-15,21400775,15
ES1,C00301,IT0001303,2-Feb-15,280297,10,5-Feb-15,21400840,10
ES1,C00246,IT0001313,4-Feb-15,280300,1500,5-Feb-15,21400839,570
ES1,C00246,IT0001313,4-Feb-15,280300,1500,12-Feb-15,21401057,930
ES1,C00131,IT0001307,10-Feb-15,280304,1000,26-Jun-15,21405293,1000
ES1,C00315,IT0001307,13-Feb-15,280305,500,13-Feb-15,21401079,500
ES3,C00184,IT0001293,12-Feb-15,280307,36000,11-Mar-15,21401820,36000
ES3,C00184,IT0001293,12-Feb-15,280307,36000,8-Apr-15,21402740,36000
ES3,C00184,IT0001293,12-Feb-15,280307,36000,23-Jun-15,21405179,36000
ES1,C00246,IT0001317,18-Feb-15,280310,5500,23-Mar-15,21402223,2500
ES1,C00246,IT0001317,18-Feb-15,280310,5500,20-Mar-15,21402168,3000
ES1,C00160,IT0001322,12-Mar-15,280316,10,13-Mar-15,21401903,10
ES1,C00257,IT0001311,12-Mar-15,280317,5000,19-Mar-15,21402130,3000
ES1,C00257,IT0001311,12-Mar-15,280317,5000,20-Mar-15,21402224,2000
ES1,C00143,IT0001299,20-Mar-15,280322,200,20-Mar-15,21402167,200
ES1,C00172,IT0001294,29-Mar-15,280323,20000,11-May-15,21403751,20000
ES3,C00132,IT0001324,8-Apr-15,280324,11,16-Apr-15,21403054,11
ES1,C00246,IT0001342,7-Apr-15,280327,5,7-Apr-15,21402741,5
ES3,C00143,IT0001344,8-Apr-15,280329,3,9-Apr-15,21402792,3
ES1,C00246,IT0001346,14-Apr-15,280334,2,28-Apr-15,21403456,2
ES1,C00246,IT0001299,17-Apr-15,280335,500,22-Apr-15,21403275,500
ES1,C00143,IT0001334,19-Apr-15,280336,5,20-Apr-15,21403110,5
ES3,C00240,IT0001323,22-Apr-15,280338,1,24-Apr-15,21403274,1
ES1,C00222,IT0001303,22-Apr-15,280341,10,14-May-15,21403920,10
ES1,C00160,IT0001322,3-May-15,280342,4,6-May-15,21403639,4
ES3,C00132,IT0001321,4-May-15,280343,1,21-May-15,21404096,1
ES3,C00143,IT0001333,7-May-15,280345,1,7-May-15,21403637,1
ES1,C00246,IT0001345,17-May-15,280348,20,19-May-15,21404063,20
ES1,C00102,IT0001299,21-May-15,280350,100,26-May-15,21404277,100
ES3,C00181,IT0001296,28-May-15,280351,4000,31-May-15,21404410,4000
ES1,C00313,IT0001307,26-May-15,280353,750,28-May-15,21404324,750
ES1,C00335,IT0001307,2-Jun-15,280354,1000,3-Jun-15,21404534,1000
ES3,C00181,IT0001304,31-May-15,280355,5000,2-Jun-15,21404464,4800
ES3,C00181,IT0001304,31-May-15,280355,5000,16-Jun-15,21404991,200
ES3,C00181,IT0001340,2-Jun-15,280357,206,2-Jun-15,21404529,206
ES1,C00257,IT0001307,15-Jun-15,280361,2000,16-Jun-15,21404997,2000
ES3,C00181,IT0001304,15-Jun-15,280362,10000,19-Jul-15,21405831,4000
ES3,C00181,IT0001304,15-Jun-15,280362,10000,28-Jun-15,21405323,6000
ES1,C00313,IT0001307,22-Jun-15,280364,400,23-Jun-15,21405182,400
ES1,C00222,IT0001303,22-Jun-15,280365,10,12-Jul-15,21405671,10
ES1,C00313,IT0001307,28-Jun-15,280367,1300,28-Jun-15,21405326,1300
ES3,C00184,IT0001293,16-Jul-15,280369,36000,27-Aug-15,21406768,36000
ES3,C00184,IT0001293,16-Jul-15,280369,36000,17-Sep-15,21407325,36000
ES3,C00184,IT0001293,16-Jul-15,280369,36000,11-Nov-15,21408679,36000
ES3,C00184,IT0001293,16-Jul-15,280369,36000,8-Dec-15,21409283,36000
ES3,C00181,IT0001304,26-Jul-15,280372,15000,29-Sep-15,21407644,3000
ES3,C00181,IT0001304,26-Jul-15,280372,15000,15-Oct-15,21407997,6000
ES3,C00181,IT0001304,26-Jul-15,280372,15000,29-Oct-15,21408324,600
ES3,C00181,IT0001304,26-Jul-15,280372,15000,29-Sep-15,21407644,5400
ES3,C00181,IT0001304,26-Jul-15,280373,15000,29-Oct-15,21408325,5400
ES3,C00181,IT0001304,26-Jul-15,280373,15000,29-Oct-15,21408325,6000
ES3,C00181,IT0001304,26-Jul-15,280373,15000,29-Oct-15,21408325,3600
ES3,C00181,IT0001304,26-Jul-15,280374,15750,6-Nov-15,21408534,2400
ES3,C00181,IT0001304,26-Jul-15,280374,15750,6-Nov-15,21408534,4950
ES3,C00181,IT0001304,26-Jul-15,280374,15750,29-Oct-15,21408326,2400
ES3,C00181,IT0001304,26-Jul-15,280374,15750,6-Nov-15,21408534,6000
ES1,C00240,IT0001299,31-Jul-15,280376,300,3-Aug-15,21406134,300
ES1,C00222,IT0001303,11-Aug-15,280379,5,16-Aug-15,21406542,5
ES1,C00316,IT0001347,23-Aug-15,280381,7,24-Aug-15,21406680,7
ES1,C00311,IT0001307,30-Aug-15,280384,2000,4-Sep-15,21406958,1000
ES1,C00311,IT0001307,30-Aug-15,280384,2000,18-Sep-15,21407328,1000
ES1,C00202,IT0001304,23-Sep-15,280386,30000,25-Sep-15,21407552,5400
ES1,C00202,IT0001304,23-Sep-15,280386,30000,25-Sep-15,21407552,2400
ES1,C00202,IT0001304,23-Sep-15,280386,30000,27-Oct-15,21408260,6000
ES1,C00202,IT0001304,23-Sep-15,280386,30000,2-Nov-15,21408414,5400
ES1,C00202,IT0001304,23-Sep-15,280386,30000,2-Nov-15,21408414,6000
ES1,C00202,IT0001304,23-Sep-15,280386,30000,8-Nov-15,21408561,4800
ES1,C00316,IT0001303,20-Sep-15,280388,300,23-Sep-15,21407498,300
ES1,C00313,IT0001307,2-Oct-15,280391,250,2-Oct-15,21407716,250
ES3,C00143,IT0001307,8-Oct-15,280392,600,8-Oct-15,21407777,600
ES1,C00287,IT0001307,13-Oct-15,280393,300,15-Oct-15,21407995,300
ES1,C00143,IT0001307,21-Oct-15,280395,210,23-Oct-15,21408199,210
ES1,C00335,IT0001307,10-Nov-15,280398,5000,12-Nov-15,21408684,5000
ES1,C00335,IT0001307,15-Nov-15,280399,14000,19-Nov-15,21408908,10000
ES1,C00335,IT0001307,15-Nov-15,280399,14000,22-Nov-15,21408908,4000
ES3,C00311,IT0001307,27-Nov-15,280400,1000,3-Dec-15,21409182,1000
ES1,C00335,IT0001299,7-Dec-15,280403,3000,10-Dec-15,21409363,3000
ES1,C00143,IT0001299,16-Dec-15,280407,1000,18-Dec-15,21409576,1000
ES1,C00252,IT0001116,11-Sep-14,290163,100,4-Jan-15,21400001,16
ES1,C00237,IT0001030,14-Nov-14,290244,100,19-Jan-15,21400390,100
ES1,C00195,IT0001044,17-Nov-14,290246,100,9-Jan-15,21400180,20
ES1,C00252,IT0001116,20-Nov-14,290250,100,4-Jan-15,21400002,28
ES1,C00308,IT0001195,28-Nov-14,290267,640,16-Mar-15,21401995,320
ES1,C00116,IT0001112,10-Dec-14,290281,10,4-Jan-15,21400007,10
ES1,C00142,IT0001096,10-Dec-14,290282,1440,21-Apr-15,21403186,640
ES1,C00142,IT0001106,10-Dec-14,290282,90,21-Apr-15,21403186,90
ES1,C00142,IT0001111,10-Dec-14,290282,29,21-Apr-15,21403186,29
ES1,C00327,IT0001406,14-Dec-14,290284,17,6-Jan-15,21400065,17
ES1,C00327,IT0001443,14-Dec-14,290284,25,6-Jan-15,21400065,25
ES1,C00327,IT0001476,14-Dec-14,290284,38,6-Jan-15,21400065,38
ES1,C00327,IT0001481,14-Dec-14,290284,38,6-Jan-15,21400065,38
ES1,C00327,IT0001494,14-Dec-14,290284,25,6-Jan-15,21400065,25
ES1,C00327,IT0001499,14-Dec-14,290284,25,6-Jan-15,21400065,25
ES1,C00327,IT0001357,14-Dec-14,290284,20,6-Jan-15,21400065,20
ES1,C00252,IT0001043,14-Dec-14,290285,100,4-Jan-15,21400003,28
ES1,C00297,IT0001450,17-Dec-14,290288,13,8-Feb-15,21400919,13
ES1,C00297,IT0001452,17-Dec-14,290288,16,8-Feb-15,21400919,16
ES1,C00297,IT0001456,17-Dec-14,290288,17,8-Feb-15,21400919,17
